id,titulo,criado_em,fechado_em,quem_criou,quem_fechou,tempo_correcao_dias
28058,[DevTools Bug]: react-devtools depends on vulnerable versions of electron and got,2024-01-23 12:56:37+00:00,,eikowagenknecht,,
28035,[DevTools Bug]: There is a problem with the scrollbar in https://react.dev/learn/  ,2024-01-21 06:48:34+00:00,2024-01-23 13:20:29+00:00,anuj-pal27,anuj-pal27,2.2721643518518517
27992,[DevTools Bug]: `sayHelloToBackendManager` continuously and pointlessly polls on every page,2024-01-18 21:41:56+00:00,,sneakers-the-rat,,
27989,[DevTools Bug]: Console.log in second call to useMemo callback in strict mode is not dimmed or suppressed,2024-01-18 20:06:13+00:00,2024-02-06 16:45:19+00:00,russelldavis,gsathya,18.86048611111111
27953,[DevTools Bug]: Memory Leak,2024-01-15 22:12:06+00:00,2024-01-15 22:12:18+00:00,KooShnoo,github-actions[bot],0.0001388888888888889
27938,[DevTools Bug]: Source map error: URL: react_devtools_backend_compact.js.map,2024-01-15 13:25:29+00:00,,Et7f3,,
27933,Bug: [React Refresh] Unexpected behavior when adding/removing elements prior to uncontrolled inputs,2024-01-13 07:36:53+00:00,,lawrencecchen,,
27908,[DevTools Bug] Cannot read properties of undefined (reading 'concat'),2024-01-09 10:48:50+00:00,2024-01-11 18:10:53+00:00,Nico-J-Elli,Nico-J-Elli,2.306979166666667
27902,"[DevTools Bug] Cannot add node ""20"" because a node with that id is already in the Store.",2024-01-08 19:24:18+00:00,2024-01-09 13:23:17+00:00,IoannisIntzirtzis,hoxyq,0.7492939814814815
27889,[DevTools Bug]: Hook parsing fails if a hook uses useSyncExternalStore,2024-01-07 05:08:52+00:00,2024-02-22 11:42:53+00:00,jamesbvaughan,hoxyq,46.27362268518519
27875,[DevTools Bug]: Command PhaseScriptExecution failed with a nonzero exit code,2024-01-03 07:15:18+00:00,2024-01-03 11:22:57+00:00,safwanchundakkadan,hoxyq,0.17197916666666666
27872,Bug: `undefined` within props is not faithfully deserialized from RSC payload,2024-01-02 20:13:02+00:00,,lubieowoce,,
27851,[DevTools Bug]: React instrumentation encountered an error: TypeError: e.hasOwnProperty is not a function.,2023-12-20 09:02:13+00:00,2024-06-27 13:29:28+00:00,ghost,hoxyq,190.18559027777778
27834,[DevTools Bug]: _jsxDEV is not a function,2023-12-13 18:28:15+00:00,2024-01-02 13:47:49+00:00,avishihora,hoxyq,19.80525462962963
27832,"[DevTools Bug] Could not find node with id ""155"" in commit tree",2023-12-12 23:10:09+00:00,2023-12-12 23:10:22+00:00,rosaline1995,github-actions[bot],0.00015046296296296297
27822,"[DevTools Bug] Cannot add node ""295"" because a node with that id is already in the Store.",2023-12-09 03:42:50+00:00,2023-12-09 03:43:02+00:00,oftoapp,github-actions[bot],0.0001388888888888889
27791,[DevTools Bug]: Excessive CPU Usage,2023-12-04 21:26:04+00:00,,jscheel,,
27789,"[DevTools Bug]: Console error on Firefox ""moz-extension:*"" pages ",2023-12-04 20:14:44+00:00,2024-12-18 08:03:50+00:00,liponex,liponex,379.49243055555553
27782,[DevTools Bug]: Recent version broke modal in chrome browser,2023-12-04 02:59:38+00:00,2023-12-04 02:59:53+00:00,vaishnavimallikarjun,github-actions[bot],0.00017361111111111112
27780,"[DevTools Bug] Cannot remove node ""434"" because no matching node was found in the Store.",2023-12-03 11:48:56+00:00,2023-12-03 11:49:10+00:00,ranasif20,github-actions[bot],0.00016203703703703703
27764,[DevTools Bug]: Extension breaks PRTG web interface,2023-11-30 14:48:38+00:00,,prplecake,,
27762,[DevTools Bug]: Cannot read properties of undefined (reading 'toLowerCase'),2023-11-30 05:56:38+00:00,,o-star,,
27758,"[DevTools Feature Request]: Full support for RSC server elements (component tree, props, inspect)",2023-11-29 09:17:59+00:00,,jimkyndemeyer,,
27757,"[DevTools Bug] getCommitTree(): Invalid commit ""13"" for root ""1"". There are only ""7"" commits.",2023-11-29 07:57:33+00:00,2023-11-29 07:57:50+00:00,developerpritam,github-actions[bot],0.00019675925925925926
27756,[DevTools Bug]: footer next button hover Ui issues,2023-11-29 05:57:58+00:00,2023-12-05 03:20:59+00:00,sanjeevkumar321,sanjeevkumar321,5.890983796296296
27752,[DevTools Bug]: React devtool is not there in codesandbox,2023-11-28 04:02:42+00:00,2023-12-10 02:51:44+00:00,iamayushdas,iamayushdas,11.950717592592593
27749,[DevTools Bug]: Extension not loading for local files in Electron since 4.27.5,2023-11-27 09:33:31+00:00,,Bartel-C8,,
27728,"[DevTools Bug] Cannot add node ""1590"" because a node with that id is already in the Store.",2023-11-20 07:58:56+00:00,,Tungquantedge,,
27724,[DevTools Bug]: hook parsing fails while using functional component + redux or alternative,2023-11-17 19:44:51+00:00,2025-10-15 02:58:17+00:00,zeroxx1986,hoxyq,697.3009953703704
27705,[DevTools Bug]: Hide logs during second render in Strict Mode not working,2023-11-15 06:18:55+00:00,,incmak,,
27670,Bug: useSyncExternalStore does not schedule update after mutation,2023-11-08 15:52:50+00:00,,bvaughn,,
27578,[DevTools Bug]: React Dev Tools break gstreamer docs,2023-10-25 01:09:57+00:00,2023-10-25 08:25:55+00:00,vitoyucepi,hoxyq,0.3027546296296296
27567,"[DevTools Bug] Could not find node with id ""1011"" in commit tree",2023-10-23 02:53:22+00:00,2023-10-23 02:53:35+00:00,savalemilind6984,github-actions[bot],0.00015046296296296297
27547,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2023-10-19 10:43:23+00:00,2023-10-19 10:44:21+00:00,amir-sellercloud,hoxyq,0.0006712962962962962
27391,Bug: missing button data in form when submitted via `formAction`,2023-09-18 20:36:14+00:00,2024-05-02 11:06:29+00:00,mattcarrollcode,eps1lon,226.60434027777777
27335,Bug: eslint-plugin-react-hooks: Incorrect dependency requirement when using `typeof` on nested data structures,2023-09-05 12:53:45+00:00,,jwueller,,
27285,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2023-08-26 06:33:37+00:00,2023-08-26 06:33:49+00:00,kwkau,github-actions[bot],0.0001388888888888889
27244,[DevTools Bug]: TypeError: Cannot read properties of undefined (reading 'forEach'),2023-08-18 06:09:09+00:00,2024-06-27 13:23:09+00:00,nandkishorakangire,hoxyq,314.3013888888889
27211,[DevTools Bug]: react-hooks/rules-of-hooks does not report error for function starting with _,2023-08-10 21:49:58+00:00,,Hirse,,
27193,[DevTools Bug]:  Devtool extension build failing in windows and ubuntu,2023-08-05 08:23:33+00:00,2023-11-16 11:36:17+00:00,Biki-das,hoxyq,103.13384259259259
27186,"[DevTools Bug] Node ""24"" was removed before its children.",2023-08-04 06:23:24+00:00,2025-10-12 13:02:03+00:00,anmol-fzr,eps1lon,800.2768402777778
27185,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2023-08-03 20:36:23+00:00,,ansharah-gs,,
27177,Bug: [18.3.0-canary] renderToString hoists some tags to top(working in 18.2),2023-08-02 02:26:00+00:00,2023-08-22 17:54:34+00:00,Thiry1,gnoff,20.644837962962963
27163,[DevTools Bug]: Devtools extension build failing in windows and ubuntu ,2023-07-28 05:16:12+00:00,2023-07-28 05:16:24+00:00,Biki-das,github-actions[bot],0.0001388888888888889
27158,"[DevTools Bug]: shows ""This page doesn't appear to be using React"" for every react website on Firefox 115.0.2",2023-07-27 06:49:02+00:00,,anvesh-vanam,github-actions[bot],
27128,Bug: undefined behavior with input checkbox onChange not triggered,2023-07-19 12:10:45+00:00,,Its-Just-Nans,,
27121,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2023-07-18 13:14:35+00:00,2025-10-12 13:05:09+00:00,amrsmind,eps1lon,816.9934490740741
27119,[DevTools Bug]: Chrome extension gets disconnected from the page after 30sec of inactivity,2023-07-17 22:43:05+00:00,2023-08-29 11:09:28+00:00,jimousse,hoxyq,42.51832175925926
27112,[DevTools Bug]: Deprecated __REACT_DEVTOOLS_GLOBAL_HOOK__ ????,2023-07-13 21:58:31+00:00,2023-08-01 11:11:45+00:00,morahgeist,hoxyq,18.550856481481482
27111,[DevTools Bug]: Deprecated __REACT_DEVTOOLS_GLOBAL_HOOK__ ????,2023-07-13 19:01:47+00:00,2023-07-13 19:02:02+00:00,morahgeist,github-actions[bot],0.00017361111111111112
27025,"[DevTools Bug]: Excessive memory usage, even when not in use (Firefox)",2023-06-29 23:13:56+00:00,,kahveciderin,,
27021,[DevTools Bug]: Update highlights crash often,2023-06-28 08:04:02+00:00,,chamerling,,
26944,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",2023-06-14 02:31:20+00:00,2023-06-14 02:31:34+00:00,DeanLXY,github-actions[bot],0.00016203703703703703
26928,[DevTools Bug]: Timeline UI isn't being rendered (black screen),2023-06-12 15:59:02+00:00,,kamranayub,,
26911,"[DevTools Bug]: React devtools stuck at Loading React Element Tree, troubleshooting instructions are Chrome-specific",2023-06-07 17:26:43+00:00,2023-08-29 09:40:04+00:00,ialexryan,hoxyq,82.6759375
26903,[DevTools Bug]: Flame graph entries overlapping,2023-06-05 15:18:44+00:00,,OliverJAsh,,
26895,"[DevTools Bug] Cannot remove node ""103"" because no matching node was found in the Store.",2023-06-03 11:29:44+00:00,2023-06-03 11:29:58+00:00,dev-aliGoodarzi,github-actions[bot],0.00016203703703703703
26886,Bug: Inconsistent behavior with Promises near the root,2023-06-01 15:25:07+00:00,,gaearon,,
26876,Bug: Radio button onChange not called in current React Canary,2023-05-31 15:17:41+00:00,2023-09-21 04:57:11+00:00,robrichard,sophiebits,112.56909722222223
26860,"[DevTools Bug]: App not recognized in Firefox, but works in Chrome",2023-05-26 12:03:19+00:00,2023-08-04 07:42:43+00:00,Azeirah,Azeirah,69.81902777777778
26821,[DevTools Bug]: Strict mode badge points to the old docs,2023-05-16 18:27:09+00:00,2023-05-17 12:34:36+00:00,radchukd,hoxyq,0.7551736111111111
26797,[DevTools Bug]: Using different React instances across multiple frames throws errors,2023-05-09 15:33:15+00:00,2023-05-15 13:12:07+00:00,Mesoptier,Mesoptier,5.90199074074074
26794,[DevTools Bug]: Regression - profiling doesn't store props value ,2023-05-08 16:35:24+00:00,2023-05-08 18:02:52+00:00,OskarKaminski,OskarKaminski,0.06074074074074074
26793,"[DevTools Bug] Cannot remove node ""226752"" because no matching node was found in the Store.",2023-05-08 06:59:51+00:00,2023-08-03 19:02:20+00:00,jayavel-testsigma,hoxyq,87.50172453703703
26787,"[DevTools Bug] Cannot add node ""1751"" because a node with that id is already in the Store.",2023-05-06 23:03:50+00:00,2023-05-17 10:40:52+00:00,regosen,hoxyq,10.484050925925926
26759,"[DevTools Bug] Cannot remove node ""197"" because no matching node was found in the Store.",2023-05-02 13:23:54+00:00,2023-05-02 13:24:08+00:00,indiamaris,github-actions[bot],0.00016203703703703703
26758,"[DevTools Bug] Commit tree already contains fiber ""3289"". This is a bug in React DevTools.",2023-05-02 12:21:37+00:00,,pankajsoni91,,
26756,[DevTools Bug]: React pages not being detected as using React in Incognito mode,2023-05-02 03:53:41+00:00,2023-05-03 16:27:41+00:00,RichDom2185,hoxyq,1.523611111111111
26723,[DevTools Bug]: Unable to build the extension locally,2023-04-25 04:16:47+00:00,2023-04-25 04:17:01+00:00,Biki-das,github-actions[bot],0.00016203703703703703
26709,[DevTools Bug]: components tree not loaded in Microsoft Edge,2023-04-24 07:00:55+00:00,2023-04-24 16:56:08+00:00,HadarZ,hoxyq,0.4133449074074074
26697,"[DevTools Bug]: can not build react devtools for local development, instructions lead to error",2023-04-21 21:27:01+00:00,2023-04-25 20:56:46+00:00,yanlingwang23,rubennorte,3.9789930555555557
26670,Bug: `useInsertionEffect()` cleanup function does not fire if a component is wrapped in React.lazy,2023-04-19 09:57:00+00:00,2024-09-17 18:01:17+00:00,JonnyBurger,facebook-github-bot,517.3363078703703
26612,Bug: Suspense should hide Portals deeper in the tree,2023-04-12 17:25:07+00:00,,gaearon,,
26565,"[DevTools Bug] Cannot add node ""108084"" because a node with that id is already in the Store.",2023-04-07 09:03:43+00:00,2023-04-07 09:03:58+00:00,Fox112345,github-actions[bot],0.00017361111111111112
26556,"[DevTools Bug] Could not find node with id ""364"" in commit tree",2023-04-05 14:03:28+00:00,2023-04-05 14:03:44+00:00,ismailios,github-actions[bot],0.00018518518518518518
26548,[DevTools Bug]: DevTools settings are not being saved in the Edge browser,2023-04-04 12:09:08+00:00,2023-04-13 06:48:24+00:00,matspiewak,matspiewak,8.777268518518518
26500,[DevTools Bug]: copy operations don't work in Chrome,2023-03-28 19:02:59+00:00,2023-04-12 15:12:06+00:00,aynp,hoxyq,14.839664351851852
26465,"[DevTools Bug] Cannot add child ""1161"" to parent ""942"" because parent node was not found in the Store.",2023-03-23 07:36:11+00:00,,bhanuUdai,,
26462,[DevTools Bug]: 'Unable to find React on the page' in incognito on Firefox,2023-03-22 18:12:35+00:00,2023-03-28 20:47:28+00:00,MaxLeiter,MaxLeiter,6.10755787037037
26417,[DevTools Bug]: ,2023-03-17 16:54:47+00:00,2023-03-17 16:55:01+00:00,SamarthKadam,github-actions[bot],0.00016203703703703703
26386,"[DevTools Bug] Cannot add node ""8891"" because a node with that id is already in the Store.",2023-03-14 19:55:26+00:00,2023-03-14 19:55:44+00:00,kaplanmichael,github-actions[bot],0.00020833333333333335
26385,Bug: Component is not a function when using Suspense and forwardRef,2023-03-14 14:03:16+00:00,2023-04-02 22:48:30+00:00,hansottowirtz,acdlite,19.364745370370372
26340,"[DevTools Bug] Cannot add node ""621"" because a node with that id is already in the Store.",2023-03-08 13:15:00+00:00,,iprinceroyy,,
26295,Bug: Error occurs when returning empty fragment '<></>' on a page,2023-03-03 19:05:34+00:00,2023-04-16 09:49:52+00:00,Willienn,eps1lon,43.61409722222222
26226,Bug: Nested useTransition makes isPending of outer one always false,2023-02-24 04:32:07+00:00,2023-03-16 01:10:54+00:00,gaearon,sophiebits,19.860266203703702
26221,why not?[DevTools Bug]: ,2023-02-23 04:42:56+00:00,2023-02-24 15:31:47+00:00,fengjiewen1997,mondaychen,1.4505902777777777
26178,"[DevTools Bug] Cannot add node ""792"" because a node with that id is already in the Store.",2023-02-16 13:31:28+00:00,2023-02-16 13:31:43+00:00,kipetaflorian,github-actions[bot],0.00017361111111111112
26149,Unable to establish connection with the sandpack bundler.[DevTools Bug]: ,2023-02-10 17:36:03+00:00,2023-02-24 03:07:00+00:00,Yi-19,gaearon,13.396493055555556
26128,Bug(@next): legacy `ReactDOM.render` crashes when rendering into `document` container,2023-02-08 15:00:05+00:00,2023-02-09 12:35:25+00:00,eps1lon,eps1lon,0.899537037037037
26102,[DevTools Bug]: React Dev Tools breaks craigslist?,2023-02-03 16:17:32+00:00,2023-02-08 16:31:58+00:00,ericandrewlewis,mondaychen,5.010023148148148
26095,Bug: useSyncExternalStore will cause hydration missmatch in `StrictMode` if `serverSnapshot` is different from `snapshot`,2023-02-02 08:53:46+00:00,2023-05-12 21:18:05+00:00,promer94,sophiebits,99.51688657407408
26077,[DevTools Bug]: Expected static flag was missing,2023-01-30 03:38:53+00:00,2023-01-30 05:23:09+00:00,contrick64,contrick64,0.0724074074074074
26069,Bug: Memory leak in react while focusing input elements,2023-01-27 23:38:32+00:00,,Elwazer007,github-actions[bot],
26052,[DevTools Bug]: event.metaKey + f to focus SearchInput doesn't work on Windows,2023-01-26 04:46:27+00:00,,kamranayub,,
26051,"[DevTools Bug]: Can not work on devtools, instructions lead to error",2023-01-26 00:43:30+00:00,2023-01-27 20:35:08+00:00,sroussey,mondaychen,1.8275231481481482
26045,"ERROR TypeError: Cannot read property 'createElement' of undefined, js engine: hermes",2023-01-25 11:39:56+00:00,2023-04-09 08:07:35+00:00,98rahul,eps1lon,73.85253472222222
26042," ERROR  TypeError: Cannot read property 'createElement' of undefined, js engine: hermes",2023-01-25 07:31:53+00:00,2023-03-01 20:15:13+00:00,98rahul,ryancat,35.530092592592595
26024,[DevTools Bug]: This page doesn't appear to be using react,2023-01-19 23:00:02+00:00,2023-01-23 17:52:12+00:00,Archimagus,Archimagus,3.786226851851852
26022,[DevTools Bug]: Cannot read properties of undefined (reading 'displayName') at getWrappedDisplayName,2023-01-19 15:35:41+00:00,,cherryshoe,,
26009,"[DevTools Bug] Commit tree does not contain fiber ""4543"". This is a bug in React DevTools.",2023-01-17 12:36:08+00:00,,dmaretskyi,,
25986,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",2023-01-11 16:52:42+00:00,2023-01-11 16:52:58+00:00,SorokinIG,github-actions[bot],0.00018518518518518518
25964,Bug: Suspense | client component should have a queue,2023-01-05 08:46:14+00:00,2023-02-24 20:06:29+00:00,xiel,sophiebits,50.47239583333333
25950,[DevTools Bug]: s,2022-12-30 16:55:49+00:00,2022-12-30 16:56:03+00:00,javadgt,github-actions[bot],0.00016203703703703703
25928,Bug: SSR of malformed? `meta` renders nothing(working in 18.2),2022-12-23 10:05:15+00:00,,eps1lon,,
25897,[DevTools Bug]: The extension brokes some JavaScripts - React is not used.,2022-12-16 16:09:56+00:00,2023-01-11 22:13:13+00:00,lyrixx,mondaychen,26.252280092592592
25886,Bug: Rendering <Suspense> outside <body> should error,2022-12-15 02:09:43+00:00,,gaearon,,
25884,"[DevTools Bug] Cannot remove node ""XX"" because no matching node was found in the Store.",2022-12-14 15:57:37+00:00,,baptistemanson,,
25882,[DevTools Bug]: Labels are cut off on Firefox on Ubuntu 22.04,2022-12-13 21:44:57+00:00,,iprotoni,,
25879,[DevTools Bug]: Too Much Recursion - Firefox & Appsync,2022-12-13 11:39:55+00:00,2023-03-10 16:25:44+00:00,ReidCampbell,ReidCampbell,87.1984837962963
25874,[DevTools Bug]: Unsupported hook in the react-debug-tools package: Missing method in Dispatcher: origHooks,2022-12-12 11:58:23+00:00,2025-02-11 17:34:33+00:00,IvanBuljovcic,hoxyq,792.2334490740741
25872,"[DevTools Bug] Element ""1307"" not found",2022-12-11 20:37:37+00:00,2023-01-19 01:30:00+00:00,hanzlahabib,mondaychen,38.20304398148148
25870,"[DevTools Bug] Element ""5"" not found",2022-12-11 00:02:00+00:00,2022-12-11 00:02:14+00:00,zubyCharles,github-actions[bot],0.00016203703703703703
25858,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2022-12-09 00:22:26+00:00,2022-12-09 00:22:40+00:00,kmarkWorkStream,github-actions[bot],0.00016203703703703703
25843,[DevTools Bug]: Electron support broken in 4.27,2022-12-07 13:16:17+00:00,,Kilian,github-actions[bot],
25833,"[DevTools Bug] Element ""15"" not found",2022-12-06 22:06:00+00:00,,msantiago0893,,
25819,"[DevTools Bug] Element ""65"" not found",2022-12-06 11:31:26+00:00,2022-12-06 11:31:55+00:00,InfinityScripter,InfinityScripter,0.0003356481481481481
25813,Bug: use() causes nested Suspense boundaries to not reveal ,2022-12-06 00:35:54+00:00,2023-02-24 03:48:46+00:00,gaearon,gaearon,80.13393518518518
25808,"[DevTools Bug] Element ""24"" not found",2022-12-05 15:47:21+00:00,2022-12-05 15:47:37+00:00,EndyPlus,github-actions[bot],0.00018518518518518518
25807,"[DevTools Bug] Element ""51"" not found",2022-12-05 11:14:05+00:00,2022-12-05 11:14:19+00:00,raghupviyer,github-actions[bot],0.00016203703703703703
25806,[DevTools Bug]: Components Tab does not show up,2022-12-05 10:48:01+00:00,2023-03-03 19:07:12+00:00,antonisprovidakis,mondaychen,88.3466550925926
25804,"[DevTools Bug] Element ""744"" not found",2022-12-05 07:33:55+00:00,2022-12-07 21:32:59+00:00,chicori3,mondaychen,2.582685185185185
25800,"[DevTools Bug] Element ""35"" not found",2022-12-04 16:36:01+00:00,2022-12-04 16:36:16+00:00,Madhvik-Bhalani,github-actions[bot],0.00017361111111111112
25799,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",2022-12-04 14:37:52+00:00,2022-12-04 14:38:07+00:00,ritikjain2190,github-actions[bot],0.00017361111111111112
25797,"[DevTools Bug] Element ""7"" not found",2022-12-04 06:45:46+00:00,2022-12-07 21:33:12+00:00,mustafa-mahmud,mondaychen,3.616273148148148
25796,"[DevTools Bug] Element ""12"" not found",2022-12-04 04:50:33+00:00,2022-12-04 04:50:48+00:00,PSoteropulos,github-actions[bot],0.00017361111111111112
25792,"[DevTools Bug] Element ""717"" not found",2022-12-02 23:53:37+00:00,2022-12-02 23:53:51+00:00,HuskyTobbi,github-actions[bot],0.00016203703703703703
25785,"[DevTools Bug] Element ""3"" not found",2022-12-02 11:52:24+00:00,2022-12-07 21:33:22+00:00,BlakeMack,mondaychen,5.403449074074074
25784,"[DevTools Bug] Element ""34"" not found",2022-12-02 09:38:22+00:00,2022-12-02 09:38:35+00:00,sachaakiba,github-actions[bot],0.00015046296296296297
25769,"[DevTools Bug] Element ""9"" not found | Also ""Element ""10"" not found"" / ""Element ""12"" not found""...",2022-12-01 18:35:20+00:00,2022-12-07 14:46:59+00:00,arbocobra,mondaychen,5.841423611111111
25766,"[DevTools Bug] Element ""6"" not found",2022-12-01 15:31:57+00:00,2022-12-01 15:32:14+00:00,oxygenfront,github-actions[bot],0.00019675925925925926
25761,"[DevTools Bug] Element ""20"" not found",2022-12-01 05:41:21+00:00,2022-12-01 05:41:36+00:00,CoreyMcCoy,github-actions[bot],0.00017361111111111112
25759,"[DevTools Bug] Element ""21"" not found",2022-12-01 04:52:51+00:00,2022-12-01 04:53:06+00:00,devrenatonavarro,github-actions[bot],0.00017361111111111112
25755,"[DevTools Bug] Element ""41"" not found",2022-12-01 01:49:52+00:00,2022-12-08 01:11:33+00:00,Afrokk,mondaychen,6.973391203703704
25733,[DevTools Bug]: configure by add webpack entry in document doesn't work,2022-11-23 19:42:45+00:00,,tjx666,,
25719,"Adding useEffect in HMR causes ""Expected static flag was missing""",2022-11-21 16:13:39+00:00,,sebmarkbage,,
25667,[DevTools Bug]: react-devtools depends on vulnerable version of electron,2022-11-11 12:15:45+00:00,2023-03-08 03:31:56+00:00,slobo80,mondaychen,116.63623842592592
25613,"[DevTools Bug] Cannot add node ""47"" because a node with that id is already in the Store.",2022-11-02 15:46:40+00:00,2022-11-02 15:46:52+00:00,huvber,github-actions[bot],0.0001388888888888889
25564,[DevTools Bug]: Not seeing source / file path,2022-10-25 19:39:07+00:00,,jschuler,github-actions[bot],
25497,"[DevTools Bug] Could not find ID for Fiber ""MiddleSectionContainer""",2022-10-17 08:20:47+00:00,2022-10-17 08:21:02+00:00,yan2441,github-actions[bot],0.00017361111111111112
25487,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2022-10-16 08:35:57+00:00,2022-12-07 21:39:18+00:00,baqarmangrani,mondaychen,52.54399305555555
25447,"[DevTools Bug]: Warnings are too ""loud"", mislabeled and make console difficult to use",2022-10-07 20:28:41+00:00,,Sequoia,,
25439,"[DevTools Bug] Cannot add node ""5370"" because a node with that id is already in the Store.",2022-10-06 05:33:48+00:00,2022-10-06 05:34:02+00:00,YuvarajPandiyan,github-actions[bot],0.00016203703703703703
25427,[DevTools Bug]: Hook parsing failed for default Next.js configuration,2022-10-05 09:00:01+00:00,,rossng,,
25415,"[DevTools Bug]: ""Message length exceeded maximum allowed length"" when profiling a complex application",2022-10-04 15:31:21+00:00,,joshkel,,
25367,[DevTools Bug]: DevTools causes hook callback behavior inconstency,2022-09-30 15:42:26+00:00,,nhusher,,
25262,[DevTools Bug]: Labels are cut off on Firefox on Linux (Fedora 36),2022-09-14 07:38:20+00:00,,josefvn,github-actions[bot],
25234,[DevTools Bug]: react-devtools standalone launching and quitting after 2 seconds with no errors on Ubuntu 22.04,2022-09-11 10:20:47+00:00,2022-09-13 18:24:58+00:00,tomatic,lunaruan,2.336238425925926
25228,[DevTools Bug]: React extension tab in Edge DevTools doesn't have emoji prefix in title.,2022-09-09 22:42:43+00:00,2022-09-14 17:51:43+00:00,yanlingwang23,lunaruan,4.797916666666667
25195,[DevTools Bug] Cannot read properties of undefined (reading 'isCollapsed'),2022-09-06 20:59:52+00:00,2022-09-06 21:00:06+00:00,alissonally,github-actions[bot],0.00016203703703703703
25187,[DevTools Bug]: DevTools shouldn't skip over keyed Fragments in the tree,2022-09-05 03:06:52+00:00,2022-09-07 17:21:31+00:00,gaearon,lunaruan,2.5935069444444445
25180,Bug: useReducer bail-out w/ useEffect + Suspense causes infinite loop (StrictMode error with next/experimental builds),2022-09-03 02:10:05+00:00,2022-09-09 20:22:35+00:00,dai-shi,sammy-SC,6.758680555555555
25178,[DevTools Bug]: useSyncExternalStore adds 1 to subsequent hook's number in Profiler,2022-09-02 21:14:12+00:00,,AlexTalis,lunaruan,
25149,Bug: react-hooks/exhaustive-deps false positive when use function with generic type variable in useEffect,2022-08-27 04:07:01+00:00,,RThong,,
25129,Bug: out of order application of useState changes,2022-08-23 10:14:02+00:00,2023-02-24 07:07:24+00:00,zuozp8,sophiebits,184.8703935185185
25090,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2022-08-12 09:17:28+00:00,2022-08-12 09:17:43+00:00,minhdung110,github-actions[bot],0.00017361111111111112
25081,"[DevTools Bug] Cannot add node ""7448"" because a node with that id is already in the Store.",2022-08-11 13:08:10+00:00,2022-08-17 21:11:20+00:00,amirmalekian,lunaruan,6.335532407407407
25062,"[DevTools Bug] Cannot add node ""1"" because a node with that id is already in the Store.",2022-08-08 08:11:43+00:00,2022-09-06 23:07:34+00:00,cardenasmh-itg,lunaruan,29.622118055555557
25038,Bug: hydration mismatch in top component does not cause client-render fallback,2022-08-04 06:35:26+00:00,,shiba-codes,,
25033,ReactDevTools extension doesn't work in private Firefox windows [DevTools Bug]: ,2022-08-03 08:42:51+00:00,,ndejoma,,
25007,[DevTools Bug] Children cannot be added or removed during a reorder operation.,2022-07-29 12:33:34+00:00,,HamaydaGabsi,HamaydaGabsi,
24996,"[DevTools Bug]: ""open in editor"" not working for vscode remote files",2022-07-27 06:25:25+00:00,2022-07-27 06:25:42+00:00,Linrstudio,github-actions[bot],0.00019675925925925926
24980,"[DevTools Bug]: ""Hook parsing failed"" Components tab",2022-07-24 12:53:21+00:00,2022-08-17 20:17:37+00:00,adrian19hub,lunaruan,24.308518518518518
24965,[DevTools Bug]: window.bundle.js:2 TypeError: Cannot read properties of undefined (reading 'action'),2022-07-20 15:32:03+00:00,2022-07-21 00:55:08+00:00,orangeswim,orangeswim,0.3910300925925926
24949,"[DevTools Bug] Cannot remove node ""20025"" because no matching node was found in the Store.",2022-07-18 06:27:41+00:00,2022-09-06 23:03:43+00:00,vivek-nrt,lunaruan,50.691689814814815
24932,"[DevTools Bug] Could not inspect element with id ""69""",2022-07-15 06:54:26+00:00,2022-07-27 12:31:40+00:00,wael-fadlallah,wael-fadlallah,12.234189814814815
24874,"[DevTools Bug] Cannot remove node ""1390"" because no matching node was found in the Store.",2022-07-07 20:18:39+00:00,2022-07-12 21:41:25+00:00,OfficielSalah,mondaychen,5.057476851851852
24870,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",2022-07-07 17:02:35+00:00,2022-07-12 21:35:59+00:00,Mass812,mondaychen,5.189861111111111
24864,Possible Suspense bug,2022-07-06 23:05:13+00:00,2022-07-08 12:13:29+00:00,bvaughn,bvaughn,1.5474074074074073
24844,[DevTools Bug]: Uncaught TypeError: hook.sub is not a function,2022-07-05 03:46:47+00:00,2022-07-08 08:36:50+00:00,liucan233,liucan233,3.201423611111111
24818,"[DevTools Bug] Cannot remove node ""0"" because no matching node was found in the Store.",2022-06-30 06:01:54+00:00,2022-07-05 14:15:43+00:00,nitish24p,lunaruan,5.342928240740741
24807,"[DevTools Bug] Cannot remove node ""25"" because no matching node was found in the Store.",2022-06-29 02:11:00+00:00,2022-06-29 02:11:19+00:00,rubenruvalcabac,github-actions[bot],0.0002199074074074074
